os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 4,AMD Ryzen 7 7745HX with Radeon Graphics,NVIDIA GeForce RTX 4070 Laptop GPU,32528084,7.1.3-2-cachyos,,powersave
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
51.5324,19.4053,56.407,0,100,92,59,2067,8001,6.70807,79,14.3162,0.00260544,5.74883,4677,11402628615
46.7914,21.3714,60.1793,0,100,95,59,2051,8001,6.70807,79,14.3142,0.00260544,5.74883,4508,11503100463
44.3334,22.5564,60.1793,0,100,95,59,2051,8001,6.70807,79,14.3142,0.00260544,5.74883,4508,11603213746
42.2602,23.6629,60.1793,0,100,95,59,2051,8001,6.70807,79,14.3142,0.00260544,5.74883,4508,11703291409
60.4888,16.532,60.1793,0,100,95,59,2051,8001,6.70807,79,14.3142,0.00260544,5.74883,4508,11803427250
53.1721,18.8069,60.1793,0,100,95,59,2051,8001,6.70807,79,14.3142,0.00260544,5.74883,4508,11903546469
56.4811,17.705,61.6438,0,100,97,59,2019,8001,6.70807,79,14.3092,0.00260544,5.74884,4771,12003687060
60.4975,16.5296,61.6438,0,100,97,59,2019,8001,6.70807,79,14.3092,0.00260544,5.74884,4771,12103793219
67.2023,14.8805,61.6438,0,100,97,59,2019,8001,6.70807,79,14.3092,0.00260544,5.74884,4771,12203889879
59.6787,16.7564,61.6438,0,100,97,59,2019,8001,6.70807,79,14.3092,0.00260544,5.74884,4771,12303998412
69.9366,14.2987,61.6438,0,100,97,59,2019,8001,6.70807,79,14.3092,0.00260544,5.74884,4771,12404109320
56.897,17.5756,61.6438,0,100,97,59,2019,8001,6.70807,79,14.3092,0.00260544,5.74884,4771,12504216666
60.8955,16.4216,49.2994,0,100,97,59,2088,8001,6.70807,79,14.3139,0.00260544,5.74884,4623,12604320450
49.0562,20.3848,49.2994,0,100,97,59,2088,8001,6.70807,79,14.3139,0.00260544,5.74884,4623,12704414736
61.424,16.2803,49.2994,0,100,97,59,2088,8001,6.70807,79,14.3139,0.00260544,5.74884,4623,12804480527
52.9515,18.8852,49.2994,0,100,97,59,2088,8001,6.70807,79,14.3139,0.00260544,5.74884,4623,12904596184
48.469,20.6317,49.2994,0,100,97,59,2088,8001,6.70807,79,14.3139,0.00260544,5.74884,4623,13004704717
51.9488,19.2497,52.5466,0,100,98,59,2088,8001,6.70807,79,14.3041,0.00260544,5.74884,4707,13104801377
50.9865,19.613,52.5466,0,100,98,59,2088,8001,6.70807,79,14.3041,0.00260544,5.74884,4707,13204919409
61.898,16.1556,52.5466,0,100,98,59,2088,8001,6.70807,79,14.3041,0.00260544,5.74884,4707,13305031504
46.1505,21.6683,52.5466,0,100,98,59,2088,8001,6.70807,79,14.3041,0.00260544,5.74884,4707,13405083047
49.7722,20.0915,52.5466,0,100,98,59,2088,8001,6.70807,79,14.3041,0.00260544,5.74884,4707,13505189206
50.6188,19.7555,51.3208,0,100,97,59,2046,8001,6.70807,75,14.2986,0.00260544,5.74884,4521,13605296552
53.9279,18.5433,51.3208,0,100,97,59,2046,8001,6.70807,75,14.2986,0.00260544,5.74884,4521,13705396774
49.4073,20.2399,51.3208,0,100,97,59,2046,8001,6.70807,75,14.2986,0.00260544,5.74884,4521,13805501746
57.5226,17.3845,51.3208,0,100,97,59,2046,8001,6.70807,75,14.2986,0.00260544,5.74884,4521,13905607904
51.438,19.4409,51.3208,0,100,97,59,2046,8001,6.70807,75,14.2986,0.00260544,5.74884,4521,14005711688
49.7194,20.1129,54.2138,0,100,96,58,1927,8001,6.70807,68,14.296,0.00260544,5.74884,4262,14105811911
49.2052,20.323,54.2138,0,100,96,58,1927,8001,6.70807,68,14.296,0.00260544,5.74884,4262,14205914508
48.5081,20.6151,54.2138,0,100,96,58,1927,8001,6.70807,68,14.296,0.00260544,5.74884,4262,14306248628
45.1123,22.1669,54.2138,0,100,96,58,1927,8001,6.70807,68,14.296,0.00260544,5.74884,4262,14406361911
48.8655,20.4643,54.2138,0,100,96,58,1927,8001,6.70807,68,14.296,0.00260544,5.74884,4262,14506464508
54.4333,18.3711,54.5685,0,100,95,57,1800,8001,6.70807,68,14.2964,0.00260544,5.74884,4036,14606533860
53.3743,18.7356,54.5685,0,100,95,57,1800,8001,6.70807,68,14.2964,0.00260544,5.74884,4036,14706597276
