os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 4,AMD Ryzen 7 7745HX with Radeon Graphics,NVIDIA GeForce RTX 4070 Laptop GPU/PCIe/SSE2,32528084,7.1.3-2-cachyos,,powersave
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
58.102,17.2111,34.2205,0,62,62,49,2463,8001,4.52124,46,9.94467,0.00263214,2.08145,3564,14172611881
58.3071,17.1506,34.5253,0,54,62,50,2443,8001,4.52124,46,9.90464,0.00263214,2.08145,3560,14272707354
57.4951,17.3928,34.5253,0,54,62,50,2443,8001,4.52124,46,9.90464,0.00263214,2.08145,3560,14372804014
60.096,16.64,34.5253,0,54,62,50,2443,8001,4.52124,46,9.90464,0.00263214,2.08145,3560,14472903049
58.2466,17.1684,34.5253,0,54,62,50,2443,8001,4.52124,46,9.90464,0.00263214,2.08145,3560,14572996148
58.923,16.9713,34.5253,0,54,62,50,2443,8001,4.52124,46,9.90464,0.00263214,2.08145,3560,14673089246
58.1501,17.1969,32.5316,0,54,62,50,2443,8001,4.52124,46,9.9035,0.00263214,2.08145,3561,14773195405
58.0779,17.2182,32.5316,0,54,62,50,2443,8001,4.52124,46,9.9035,0.00263214,2.08145,3561,14873292065
58.3031,17.1518,32.5316,0,54,62,50,2443,8001,4.52124,46,9.9035,0.00263214,2.08145,3561,14973442154
59.7168,16.7457,32.5316,0,54,62,50,2443,8001,4.52124,46,9.9035,0.00263214,2.08145,3561,15073544751
59.0056,16.9475,32.5316,0,54,62,50,2443,8001,4.52124,46,9.9035,0.00263214,2.08145,3561,15173654471
58.0499,17.2266,32.5316,0,54,62,50,2443,8001,4.52124,46,9.9035,0.00263214,2.08145,3561,15273776065
57.1324,17.5032,25.3117,0,50,62,50,2475,8001,4.52124,45,9.93179,0.00263214,2.08146,3559,15373883411
58.5015,17.0936,25.3117,0,50,62,50,2475,8001,4.52124,45,9.93179,0.00263214,2.08146,3559,15473983633
58.3273,17.1446,25.3117,0,50,62,50,2475,8001,4.52124,45,9.93179,0.00263214,2.08146,3559,15574085043
56.6787,17.6433,25.3117,0,50,62,50,2475,8001,4.52124,45,9.93179,0.00263214,2.08146,3559,15674199513
54.6416,18.3011,24.0252,0,51,62,50,2475,8001,4.52124,44,9.95198,0.00263214,2.08146,3565,15774296173
59.0097,16.9464,24.0252,0,51,62,50,2475,8001,4.52124,44,9.95198,0.00263214,2.08146,3565,15874384522
58.8284,16.9986,24.0252,0,51,62,50,2475,8001,4.52124,44,9.95198,0.00263214,2.08146,3565,15974476433
59.7168,16.7457,24.0252,0,51,62,50,2475,8001,4.52124,44,9.95198,0.00263214,2.08146,3565,16074570719
58.2829,17.1577,24.0252,0,51,62,50,2475,8001,4.52124,44,9.95198,0.00263214,2.08146,3565,16174661443
60.0832,16.6436,23.6041,0,53,62,50,2475,8001,4.52124,44,9.91682,0.00263214,2.08146,3555,16274755729
59.263,16.8739,23.6041,0,53,62,50,2475,8001,4.52124,44,9.91682,0.00263214,2.08146,3555,16374800148
